net_migration,N_compliers,cace_true,bias
30.303030303030255,40000,0.117,8.870356330553664e-5
30.303030303030255,50000,0.117,7.095209217707066e-5
30.303030303030255,60000,0.117,5.912076806467714e-5
30.303030303030255,70000,0.117,5.0671286271106175e-5
30.303030303030255,80000,0.117,4.433497536944497e-5
30.303030303030255,90000,0.117,3.940720781406282e-5
30.303030303030255,100000,0.117,3.546529251287345e-5
50.50505050505035,10000,0.117,5.939086294416002e-4
50.50505050505035,20000,0.117,2.962025316455563e-4
50.50505050505035,30000,0.117,1.973018549746991e-4
50.50505050505035,40000,0.117,1.4791403286978921e-4
50.50505050505035,50000,0.117,1.1830131445904335e-4
50.50505050505035,60000,0.117,9.856781802863868e-5
50.50505050505035,70000,0.117,8.447653429602409e-5
50.50505050505035,80000,0.117,7.391029690459461e-5
50.50505050505035,90000,0.117,6.569343065691846e-5
50.50505050505035,100000,0.117,5.9120768064663265e-5
70.70707070707067,10000,0.117,8.331637843336653e-4
70.70707070707067,20000,0.117,4.151039026862591e-4
70.70707070707067,30000,0.117,2.7640904488693274e-4
70.70707070707067,40000,0.117,2.071844168985426e-4
70.70707070707067,50000,0.117,1.6568885292331248e-4
70.70707070707067,60000,0.117,1.3804146300352982e-4
70.70707070707067,70000,0.117,1.1830131445904335e-4
70.70707070707067,80000,0.117,1.0350056868442536e-4
70.70707070707067,90000,0.117,9.199146355159948e-5
70.70707070707067,100000,0.117,8.278580814716219e-5
90.90909090909076,10000,0.117,0.0010733944954128272
90.90909090909076,20000,0.117,5.342465753424702e-4
90.90909090909076,30000,0.117,3.5562310030394506e-4
90.90909090909076,40000,0.117,2.6651480637811253e-4
90.90909090909076,50000,0.117,2.1311475409835356e-4
90.90909090909076,60000,0.117,1.7754172989375983e-4
90.90909090909076,70000,0.117,1.5214564369310513e-4
90.90909090909076,80000,0.117,1.331058020477699e-4
90.90909090909076,90000,0.117,1.1830131445904335e-4
90.90909090909076,100000,0.117,1.0646041856232635e-4
111.11111111111109,10000,0.117,0.001314606741573035
111.11111111111109,20000,0.117,6.536312849161896e-4
111.11111111111109,30000,0.117,4.349442379182056e-4
111.11111111111109,40000,0.117,3.2590529247909783e-4
111.11111111111109,50000,0.117,2.605790645879569e-4
111.11111111111109,60000,0.117,2.1706864564007e-4
111.11111111111109,70000,0.117,1.8600953895071826e-4
111.11111111111109,80000,0.117,1.6272600834491002e-4
111.11111111111109,90000,0.117,1.4462299134733458e-4
111.11111111111109,100000,0.117,1.3014460511678871e-4
131.31313131313118,10000,0.117,0.001556806550665285
131.31313131313118,20000,0.117,7.732587697000387e-4
131.31313131313118,30000,0.117,5.14372675008451e-4
131.31313131313118,40000,0.117,3.853559665568662e-4
131.31313131313118,50000,0.117,3.080818310714911e-4
131.31313131313118,60000,0.117,2.5662223721949207e-4
131.31313131313118,70000,0.117,2.198930172040009e-4
131.31313131313118,80000,0.117,1.9236119893764614e-4
131.31313131313118,90000,0.117,1.709565021917464e-4
131.31313131313118,100000,0.117,1.5383837362191455e-4
151.5151515151515,10000,0.117,0.001799999999999996
151.5151515151515,20000,0.117,8.931297709923597e-4
151.5151515151515,30000,0.117,5.93908629441614e-4
151.5151515151515,40000,0.117,4.448669201520816e-4
151.5151515151515,50000,0.117,3.5562310030394506e-4
151.5151515151515,60000,0.117,2.962025316455702e-4
151.5151515151515,70000,0.117,2.537960954446944e-4
151.5151515151515,80000,0.117,2.2201138519924168e-4
151.5151515151515,90000,0.117,1.973018549746991e-4
151.5151515151515,100000,0.117,1.775417298937737e-4
171.7171717171716,10000,0.117,0.0020441932168550753
171.7171717171716,20000,0.117,0.001013245033112578
171.7171717171716,30000,0.117,6.735523196749055e-4
171.7171717171716,40000,0.117,5.044382449911206e-4
171.7171717171716,50000,0.117,4.032029191161496e-4
171.7171717171716,60000,0.117,3.3580955596825e-4
171.7171717171716,70000,0.117,2.8771879068423267e-4
171.7171717171716,80000,0.117,2.5167657851447867e-4
171.7171717171716,90000,0.117,2.236590576858155e-4
171.7171717171716,100000,0.117,2.0125467975311284e-4
191.91919191919192,10000,0.117,0.002289392378990729
191.91919191919192,20000,0.117,0.0011336053034166071
191.91919191919192,30000,0.117,7.533039647577011e-4
191.91919191919192,40000,0.117,5.640700329865578e-4
191.91919191919192,50000,0.117,4.5082133441493033e-4
191.91919191919192,60000,0.117,3.754433372741006e-4
191.91919191919192,70000,0.117,3.216611199537006e-4
191.91919191919192,80000,0.117,2.8135679027971316e-4
191.91919191919192,90000,0.117,2.500281183218933e-4
191.91919191919192,100000,0.117,2.2497722902539707e-4
212.121212121212,10000,0.117,0.0025356037151702676
212.121212121212,20000,0.117,0.001254211332312391
212.121212121212,30000,0.117,8.331637843336653e-4
212.121212121212,40000,0.117,6.237623762376243e-4
212.121212121212,50000,0.117,4.984783931832049e-4
212.121212121212,60000,0.117,4.151039026862591e-4
212.121212121212,70000,0.117,3.5562310030395894e-4
212.121212121212,80000,0.117,3.110520319027643e-4
212.121212121212,90000,0.117,2.7640904488693274e-4
212.121212121212,100000,0.117,2.487093835408377e-4
232.32323232323233,10000,0.117,0.0027828335056876985
232.32323232323233,20000,0.117,0.00137506387327542
232.32323232323233,30000,0.117,9.1313199864268e-4
232.32323232323233,40000,0.117,6.835153670307209e-4
232.32323232323233,50000,0.117,5.461741424802047e-4
232.32323232323233,60000,0.117,4.5479127936452757e-4
232.32323232323233,70000,0.117,3.8960474880557483e-4
232.32323232323233,80000,0.117,3.407623148030947e-4
232.32323232323233,90000,0.117,3.028018453921505e-4
232.32323232323233,100000,0.117,2.7245114913435065e-4
252.52525252525243,10000,0.117,0.003031088082901548
252.52525252525243,20000,0.117,0.0014961636828644265
252.52525252525243,30000,0.117,9.932088285229124e-4
252.52525252525243,40000,0.117,7.433290978398899e-4
252.52525252525243,50000,0.117,5.93908629441614e-4
252.52525252525243,60000,0.117,4.945054945054844e-4
252.52525252525243,70000,0.117,4.236060825488913e-4
252.52525252525243,80000,0.117,3.7048765041165777e-4
252.52525252525243,90000,0.117,3.2920652785593807e-4
252.52525252525243,100000,0.117,2.962025316455702e-4
272.72727272727275,10000,0.117,0.003280373831775679
272.72727272727275,20000,0.117,0.0016175115207373164
272.72727272727275,30000,0.117,0.001073394495412841
272.72727272727275,40000,0.117,8.032036613272175e-4
272.72727272727275,50000,0.117,6.416819012796948e-4
272.72727272727275,60000,0.117,5.342465753424563e-4
272.72727272727275,70000,0.117,4.576271186440828e-4
272.72727272727275,80000,0.117,4.0022805017103646e-4
272.72727272727275,90000,0.117,3.5562310030395894e-4
272.72727272727275,100000,0.117,3.199635369188769e-4
292.92929292929284,10000,0.117,0.003530697190426632
292.92929292929284,20000,0.117,0.0017391081496668376
292.92929292929284,30000,0.117,0.0011536892213532823
292.92929292929284,40000,0.117,8.631391503434171e-4
292.92929292929284,50000,0.117,6.894940052834669e-4
292.92929292929284,60000,0.117,5.740145491456572e-4
292.92929292929284,70000,0.117,4.916678742211272e-4
292.92929292929284,80000,0.117,4.2998352553540176e-4
292.92929292929284,90000,0.117,3.820515707690375e-4
292.92929292929284,100000,0.117,3.43734170803342e-4
313.13131313131294,10000,0.117,0.003782064650677777
313.13131313131294,20000,0.117,0.0018609543355566915
313.13131313131294,30000,0.117,0.001234093228989444
313.13131313131294,40000,0.117,9.231356579282174e-4
313.13131313131294,50000,0.117,7.37344988818861e-4
313.13131313131294,60000,0.117,6.138094432222019e-4
313.13131313131294,70000,0.117,5.257283664299173e-4
313.13131313131294,80000,0.117,4.597540879705819e-4
313.13131313131294,90000,0.117,4.084919472913534e-4
313.13131313131294,100000,0.117,3.6751443915289395e-4
333.33333333333326,10000,0.117,0.004034482758620686
333.33333333333326,20000,0.117,0.001983050847457618
333.33333333333326,30000,0.117,0.0013146067415730212
333.33333333333326,40000,0.117,9.831932773109314e-4
333.33333333333326,50000,0.117,0.00078523489932885715
333.33333333333326,60000,0.117,6.536312849162035e-4
333.33333333333326,70000,0.117,5.598086124401908e-4
333.33333333333326,80000,0.117,4.895397489539655e-4
333.33333333333326,90000,0.117,4.349442379182056e-4
333.33333333333326,100000,0.117,3.913043478260686e-4
353.53535353535335,10000,0.117,0.0042879581151832324
353.53535353535335,20000,0.117,0.002105398457583535
353.53535353535335,30000,0.117,0.0013952299829642217
353.53535353535335,40000,0.117,0.0010433121019108038
353.53535353535335,50000,0.117,8.331637843336515e-4
353.53535353535335,60000,0.117,6.934801016087871e-4
353.53535353535335,70000,0.117,5.939086294416279e-4
353.53535353535335,80000,0.117,5.193405199746259e-4
353.53535353535335,90000,0.117,4.6140845070422043e-4
353.53535353535335,100000,0.117,4.151039026862591e-4
373.7373737373737,10000,0.117,0.004542497376705146
373.7373737373737,20000,0.117,0.0022279979413278445
373.7373737373737,30000,0.117,0.0014759631776338211
373.7373737373737,40000,0.117,0.0011034922253377322
373.7373737373737,50000,0.117,8.811316914308781e-4
373.7373737373737,60000,0.117,7.333559207182705e-4
373.7373737373737,70000,0.117,6.280284346438375e-4
373.7373737373737,80000,0.117,5.491564125332943e-4
373.7373737373737,90000,0.117,4.878845937112547e-4
373.7373737373737,100000,0.117,4.389131096015353e-4
393.93939393939377,10000,0.117,0.0047981072555205034
393.93939393939377,20000,0.117,0.0023508500772797397
393.93939393939377,30000,0.117,0.001556806550665285
393.93939393939377,40000,0.117,0.0011637337413924892
393.93939393939377,50000,0.117,9.29138668295651e-4
393.93939393939377,60000,0.117,7.732587697000387e-4
393.93939393939377,70000,0.117,6.621680452764539e-4
393.93939393939377,80000,0.117,5.789874381423588e-4
393.93939393939377,90000,0.117,5.14372675008451e-4
393.93939393939377,100000,0.117,4.627319744447689e-4
414.1414141414141,10000,0.117,0.0050547945205479256
414.1414141414141,20000,0.117,0.0024739556472408303
414.1414141414141,30000,0.117,0.001637760327756907
414.1414141414141,40000,0.117,0.001224036744067361
414.1414141414141,50000,0.117,9.771847626807856e-4
414.1414141414141,60000,0.117,8.131886760467805e-4
414.1414141414141,70000,0.117,6.963274785890539e-4
414.1414141414141,80000,0.117,6.088336083259205e-4
414.1414141414141,90000,0.117,5.408727026722238e-4
414.1414141414141,100000,0.117,4.865605030936193e-4
434.3434343434342,10000,0.117,0.005312565997888069
434.3434343434342,20000,0.117,0.0025973154362416012
434.3434343434342,30000,0.117,0.0017188247352237784
434.3434343434342,40000,0.117,0.0012844013275465915
434.3434343434342,50000,0.117,0.001025270022416952
434.3434343434342,60000,0.117,8.531456672884463e-4
434.3434343434342,70000,0.117,7.305067518513231e-4
434.3434343434342,80000,0.117,6.386949346197796e-4
434.3434343434342,90000,0.117,5.673846847862735e-4
434.3434343434342,100000,0.117,5.103987014304506e-4
454.5454545454545,10000,0.117,0.0055714285714285605
454.5454545454545,20000,0.117,0.002720930232558136
454.5454545454545,30000,0.117,0.001799999999999996
454.5454545454545,40000,0.117,0.0013448275862068954
454.5454545454545,50000,0.117,0.001073394495412841
454.5454545454545,60000,0.117,8.931297709923597e-4
454.5454545454545,70000,0.117,7.647058823529451e-4
454.5454545454545,80000,0.117,6.685714285714212e-4
454.5454545454545,90000,0.117,5.93908629441614e-4
454.5454545454545,100000,0.117,5.342465753424563e-4
474.7474747474746,10000,0.117,0.0058313891834570475
474.7474747474746,20000,0.117,0.0028448008277289077
474.7474747474746,30000,0.117,0.0018812863496407706
474.7474747474746,40000,0.117,0.001405315614617944
474.7474747474746,50000,0.117,0.0011215582296553173
474.7474747474746,60000,0.117,9.331410147632724e-4
474.7474747474746,70000,0.117,7.989248874037541e-4
474.7474747474746,80000,0.117,6.984631017401266e-4
474.7474747474746,90000,0.117,6.204445447365453e-4
474.7474747474746,100000,0.117,5.581041307216039e-4
494.9494949494949,10000,0.117,0.006092454835281605
494.9494949494949,20000,0.117,0.002968928016571712
494.9494949494949,30000,0.117,0.0019626840123245365
494.9494949494949,40000,0.117,0.0014658655075428378
494.9494949494949,50000,0.117,0.0011697612732095436
494.9494949494949,60000,0.117,9.731794262434201e-4
494.9494949494949,70000,0.117,8.331637843336792e-4
494.9494949494949,80000,0.117,7.283699656968623e-4
494.9494949494949,90000,0.117,6.469924387766529e-4
494.9494949494949,100000,0.117,5.819713734646209e-4
515.151515151515,10000,0.117,0.006354632587859427
515.151515151515,20000,0.117,0.003093312597200623
515.151515151515,30000,0.117,0.002044193216855089
515.151515151515,40000,0.117,0.0015264773599385911
515.151515151515,50000,0.117,0.0012180036742192174
515.151515151515,60000,0.117,0.0010132450331125642
515.151515151515,70000,0.117,8.67422590492814e-4
515.151515151515,80000,0.117,7.582920320244046e-4
515.151515151515,90000,0.117,6.735523196749055e-4
515.151515151515,100000,0.117,6.058483094730366e-4
535.3535353535353,10000,0.117,0.006617929562433289
535.3535353535353,20000,0.117,0.003217955371043052
535.3535353535353,30000,0.117,0.0021258141926636803
535.3535353535353,40000,0.117,0.0015871512669567295
535.3535353535353,50000,0.117,0.0012662854809066676
535.3535353535353,60000,0.117,0.001053337863088144
535.3535353535353,70000,0.117,9.017013232514304e-4
535.3535353535353,80000,0.117,7.882293123172707e-4
535.3535353535353,90000,0.117,7.001241955515436e-4
535.3535353535353,100000,0.117,6.297349446531958e-4
555.5555555555554,10000,0.117,0.006882352941176451
555.5555555555554,20000,0.117,0.0033428571428571335
555.5555555555554,30000,0.117,0.002207547169811308
555.5555555555554,40000,0.117,0.0016478873239436503
555.5555555555554,50000,0.117,0.0013146067415730212
555.5555555555554,60000,0.117,0.0010934579439252218
555.5555555555554,70000,0.117,9.360000000000201e-4
555.5555555555554,80000,0.117,8.181818181818151e-4
555.5555555555554,90000,0.117,7.267080745341631e-4
555.5555555555554,100000,0.117,6.536312849162035e-4
575.7575757575758,10000,0.117,0.007147909967845659
575.7575757575758,20000,0.117,0.003468018720748825
575.7575757575758,30000,0.117,0.002289392378990729
575.7575757575758,40000,0.117,0.001708685626441192
575.7575757575758,50000,0.117,0.0013629675045983974
575.7575757575758,60000,0.117,0.001133605303416621
575.7575757575758,70000,0.117,9.703186381492673e-4
575.7575757575758,80000,0.117,8.481495612361473e-4
575.7575757575758,90000,0.117,7.533039647576872e-4
575.7575757575758,100000,0.117,6.775373361779802e-4
595.9595959595958,10000,0.117,0.007414607948442523
595.9595959595958,20000,0.117,0.0035934409161894887
595.9595959595958,30000,0.117,0.0023713500515286784
595.9595959595958,40000,0.117,0.0017695462701871334
595.9595959595958,50000,0.117,0.001411367818442033
595.9595959595958,60000,0.117,0.0011737799693929546
595.9595959595958,70000,0.117,0.0010046572551302563
595.9595959595958,80000,0.117,8.781325531102696e-4
595.9595959595958,90000,0.117,7.79911874364464e-4
595.9595959595958,100000,0.117,7.014531043593036e-4
616.1616161616162,10000,0.117,0.007682454251883741
616.1616161616162,20000,0.117,0.0037191245440333365
616.1616161616162,30000,0.117,0.0024534204193880915
616.1616161616162,40000,0.117,0.0018304693511156656
616.1616161616162,50000,0.117,0.0014598077316424624
616.1616161616162,60000,0.117,0.0012139819697227355
616.1616161616162,70000,0.117,0.0010390158683942358
616.1616161616162,80000,0.117,9.081308054459669e-4
616.1616161616162,90000,0.117,8.065318115041131e-4
616.1616161616162,100000,0.117,7.253785953856978e-4
636.3636363636363,10000,0.117,0.007951456310679603
636.3636363636363,20000,0.117,0.0038450704225352073
636.3636363636363,30000,0.117,0.0025356037151702676
636.3636363636363,40000,0.117,0.0018914549653579749
636.3636363636363,50000,0.117,0.0015082872928176838
636.3636363636363,60000,0.117,0.001254211332312405
636.3636363636363,70000,0.117,0.001073394495412841
636.3636363636363,80000,0.117,9.381443298968895e-4
636.3636363636363,90000,0.117,8.331637843336653e-4
636.3636363636363,100000,0.117,7.493138151875439e-4
656.5656565656564,10000,0.117,0.008221621621621614
656.5656565656564,20000,0.117,0.00397127937336815
656.5656565656564,30000,0.117,0.0026179001721170353
656.5656565656564,40000,0.117,0.0019525032092426037
656.5656565656564,50000,0.117,0.001556806550665285
656.5656565656564,60000,0.117,0.0012944680851063733
656.5656565656564,70000,0.117,0.00110779315367808
656.5656565656564,80000,0.117,9.681731381285669e-4
656.5656565656564,90000,0.117,8.598078010175203e-4
656.5656565656564,100000,0.117,7.732587697000387e-4
676.7676767676767,10000,0.117,0.00849295774647886
676.7676767676767,20000,0.117,0.004097752221641382
676.7676767676767,30000,0.117,0.002700310024112973
676.7676767676767,40000,0.117,0.002013614179296158
676.7676767676767,50000,0.117,0.0016053655539627204
676.7676767676767,60000,0.117,0.0013347522560871738
676.7676767676767,70000,0.117,0.001142211860702319
676.7676767676767,80000,0.117,9.982172418184082e-4
676.7676767676767,90000,0.117,8.864638697274607e-4
676.7676767676767,100000,0.117,7.972134648632084e-4
696.9696969696968,10000,0.117,0.008765472312703568
696.9696969696968,20000,0.117,0.004224489795918357
696.9696969696968,30000,0.117,0.0027828335056876846
696.9696969696968,40000,0.117,0.0020747879722436274
696.9696969696968,50000,0.117,0.001653964351567297
696.9696969696968,60000,0.117,0.0013750638732754061
696.9696969696968,70000,0.117,0.001176650634018367
696.9696969696968,80000,0.117,0.001028276652655702
696.9696969696968,90000,0.117,9.1313199864268e-4
696.9696969696968,100000,0.117,8.211779066219088e-4
717.1717171717171,10000,0.117,0.009039173014145793
717.1717171717171,20000,0.117,0.004351492928234668
717.1717171717171,30000,0.117,0.0028654708520179373
717.1717171717171,40000,0.117,0.0021360246850089942
717.1717171717171,50000,0.117,0.001702602992416466
717.1717171717171,60000,0.117,0.001415402964729931
717.1717171717171,70000,0.117,0.001211109491179474
717.1717171717171,80000,0.117,0.001058351382341699
717.1717171717171,90000,0.117,9.398121959497546e-4
717.1717171717171,100000,0.117,8.45152100925825e-4
737.3737373737372,10000,0.117,0.009314067611777513
737.3737373737372,20000,0.117,0.004478762454116408
737.3737373737372,30000,0.117,0.002948222298929923
737.3737373737372,40000,0.117,0.0021973244147157206
737.3737373737372,50000,0.117,0.0017512815255279895
737.3737373737372,60000,0.117,0.0014557695585478009
737.3737373737372,70000,0.117,0.0012455884497593744
737.3737373737372,80000,0.117,0.0010884414425895161
737.3737373737372,90000,0.117,9.665044698426994e-4
737.3737373737372,100000,0.117,8.691360537295134e-4
757.5757575757575,10000,0.117,0.00959016393442623
757.5757575757575,20000,0.117,0.004606299212598405
757.5757575757575,30000,0.117,0.003031088082901548
757.5757575757575,40000,0.117,0.0022586872586872614
757.5757575757575,50000,0.117,0.001799999999999996
757.5757575757575,60000,0.117,0.0014961636828644542
757.5757575757575,70000,0.117,0.0012800875273523138
757.5757575757575,80000,0.117,0.0011185468451242742
757.5757575757575,90000,0.117,9.932088285229124e-4
757.5757575757575,100000,0.117,8.931297709923597e-4
777.7777777777776,10000,0.117,0.009867469879518073
777.7777777777776,20000,0.117,0.0047341040462427625
777.7777777777776,30000,0.117,0.003114068441064627
777.7777777777776,40000,0.117,0.0023201133144475916
777.7777777777776,50000,0.117,0.0018487584650112854
777.7777777777776,60000,0.117,0.00153658536585366
777.7777777777776,70000,0.117,0.001314606741573049
777.7777777777776,80000,0.117,0.0011486676016830288
777.7777777777776,90000,0.117,0.0010199252801992437
777.7777777777776,100000,0.117,9.171332586786068e-4
797.9797979797979,10000,0.117,0.010145993413830948
797.9797979797979,20000,0.117,0.004862177801157289
797.9797979797979,30000,0.117,0.003197163611207185
797.9797979797979,40000,0.117,0.002381602679721706
797.9797979797979,50000,0.117,0.0018975569698213846
797.9797979797979,60000,0.117,0.0015770346357276838
797.9797979797979,70000,0.117,0.0013491461100569452
797.9797979797979,80000,0.117,0.0011788037240147986
797.9797979797979,90000,0.117,0.001046653833087982
797.9797979797979,100000,0.117,9.411465227573551e-4
818.181818181818,10000,0.117,0.010425742574257421
818.181818181818,20000,0.117,0.004990521327014205
818.181818181818,30000,0.117,0.003280373831775679
818.181818181818,40000,0.117,0.002443155452436188
818.181818181818,50000,0.117,0.0019463955637707836
818.181818181818,60000,0.117,0.0016175115207373164
818.181818181818,70000,0.117,0.0013837056504599349
818.181818181818,80000,0.117,0.0012089552238805923
818.181818181818,90000,0.117,0.001073394495412841
818.181818181818,100000,0.117,9.651695692025619e-4
838.3838383838383,10000,0.117,0.010706725468577719
838.3838383838383,20000,0.117,0.005119135477069048
838.3838383838383,30000,0.117,0.0033636993418773714
838.3838383838383,40000,0.117,0.0025047717307196127
838.3838383838383,50000,0.117,0.0019952742962810743
838.3838383838383,60000,0.117,0.0016580160491719287
838.3838383838383,70000,0.117,0.0014182853804586143
838.3838383838383,80000,0.117,0.0012391221130534646
838.3838383838383,90000,0.117,0.001100147275405014
838.3838383838383,100000,0.117,9.892024039930697e-4
858.5858585858584,10000,0.117,0.010988950276243095
858.5858585858584,20000,0.117,0.005248021108179415
858.5858585858584,30000,0.117,0.003447140381282493
858.5858585858584,40000,0.117,0.0025664516129032255
858.5858585858584,50000,0.117,0.0020441932168550753
858.5858585858584,60000,0.117,0.0016985482493595133
858.5858585858584,70000,0.117,0.0014528853177501744
858.5858585858584,80000,0.117,0.0012693044033184192
858.5858585858584,90000,0.117,0.0011269121813031052
858.5858585858584,100000,0.117,0.0010132450331125642
878.7878787878788,10000,0.117,0.011272425249169424
878.7878787878788,20000,0.117,0.005377179080824093
878.7878787878788,30000,0.117,0.003530697190426632
878.7878787878788,40000,0.117,0.0026281951975213047
878.7878787878788,50000,0.117,0.002093152375077109
878.7878787878788,60000,0.117,0.0017391081496668376
878.7878787878788,70000,0.117,0.0014875054800526089
878.7878787878788,80000,0.117,0.0012995021064726026
878.7878787878788,90000,0.117,0.0011536892213532685
878.7878787878788,100000,0.117,0.0010372974625496717
898.9898989898988,10000,0.117,0.011557158712541607
898.9898989898988,20000,0.117,0.0055066102591221355
898.9898989898988,30000,0.117,0.003614370010413037
898.9898989898988,40000,0.117,0.0026900025833118124
898.9898989898988,50000,0.117,0.0021421518206130447
898.9898989898988,60000,0.117,0.0017796957784994016
898.9898989898988,70000,0.117,0.00152214588510452
898.9898989898988,80000,0.117,0.00132971523432511
898.9898989898988,90000,0.117,0.001180478403809082
898.9898989898988,100000,0.117,0.0010613596982978202
919.1919191919192,10000,0.117,0.011843159065628453
919.1919191919192,20000,0.117,0.005636315510852294
919.1919191919192,30000,0.117,0.003698159083014921
919.1919191919192,40000,0.117,0.002751873869216853
919.1919191919192,50000,0.117,0.002191191603210532
919.1919191919192,60000,0.117,0.0018203111643015912
919.1919191919192,70000,0.117,0.001556806550665299
919.1919191919192,80000,0.117,0.0013599437986971386
919.1919191919192,90000,0.117,0.0012072797369316185
919.1919191919192,100000,0.117,0.001085431746355378
939.3939393939393,10000,0.117,0.01213043478260871
939.3939393939393,20000,0.117,0.005766295707472169
939.3939393939393,30000,0.117,0.003782064650677791
939.3939393939393,40000,0.117,0.002813809154383229
939.3939393939393,50000,0.117,0.0022402717726991844
939.3939393939393,60000,0.117,0.0018609543355566777
939.3939393939393,70000,0.117,0.0015914874945151397
939.3939393939393,80000,0.117,0.0013901878114219862
939.3939393939393,90000,0.117,0.001234093228989444
939.3939393939393,100000,0.117,0.001109513612725599
959.5959595959594,10000,0.117,0.01241899441340781
959.5959595959594,20000,0.117,0.005896551724137916
959.5959595959594,30000,0.117,0.0038660869565217276
959.5959595959594,40000,0.117,0.002875808538162994
959.5959595959594,50000,0.117,0.002289392378990715
959.5959595959594,60000,0.117,0.0019016253207869843
959.5959595959594,70000,0.117,0.0016261887344550113
959.5959595959594,80000,0.117,0.0014204472843450389
959.5959595959594,90000,0.117,0.001260918888258647
959.5959595959594,100000,0.117,0.001133605303416621
979.7979797979797,10000,0.117,0.012708846584546449
979.7979797979797,20000,0.117,0.006027084439723829
979.7979797979797,30000,0.117,0.00395022624434388
979.7979797979797,40000,0.117,0.002937872120113885
979.7979797979797,50000,0.117,0.002338553472079119
979.7979797979797,60000,0.117,0.0019423241485538173
979.7979797979797,70000,0.117,0.001660910288306755
979.7979797979797,80000,0.117,0.0014507222293237837
979.7979797979797,90000,0.117,0.0012877567230227954
979.7979797979797,100000,0.117,0.0011577068244414956
1000,10000,0.117,0.012999999999999998
1000,20000,0.117,0.006157894736842098
1000,30000,0.117,0.004034482758620686
1000,40000,0.117,0.002999999999999989
1000,50000,0.117,0.0023877551020408116
1000,60000,0.117,0.001983050847457618
1000,70000,0.117,0.0016956521739130564
1000,80000,0.117,0.0014810126582278371
1000,90000,0.117,0.0013146067415730212
1000,100000,0.117,0.0011818181818181728
