election,ctl_lo,ctl_hi
AUG2008,-0.1569469164044199,0.24745973778683505
AUG2010,0.01670317360952377,0.42470225166021947
AUG2012,0.3933046951117204,0.7794059793116179
FEB2012,-8.311035116440442e-4,0.31011635097063517
JAN2008,0.19123074549805272,0.5253163351496264
NOV2008,0.8375546923153624,1.0243823244443757
NOV2010,0.5906196365398811,0.994125662248305
NOV2012,0.754846328970644,0.8453812735686217
