up_label,down_label,state,cace,se,up_primary,down_primary,upyear_char,downyear_char,upyear,downyear,weights
00,presprimary08,MI,0.02785339345519427,0.007491391634891493,general,primary,00,08,2000,2007.5,17818.658174162694
00,presprimary08,MO,0.038055484653712474,0.017494049600929915,general,primary,00,08,2000,2007.5,3267.5278126101093
00,presprimary08,MT,0.2163473332734382,0.06387435134126583,general,primary,00,08,2000,2007.5,245.10207863806684
00,presprimary08,NV,0.03392893882237945,0.026972311482343227,general,primary,00,08,2000,2007.5,1374.5598910591182
00,presprimary12,AR,0.08163669333299259,0.042093915647789575,general,primary,00,12,2000,2011.5,564.3666564348883
00,presprimary12,CT,0.009089100424474425,0.010636155116688245,general,primary,00,12,2000,2011.5,8839.560552829756
00,presprimary12,FL,0.031324210794767396,0.013634095867840751,general,primary,00,12,2000,2011.5,5379.566905496003
00,presprimary12,IL,0.02281349251385287,0.01607991982467363,general,primary,00,12,2000,2011.5,3867.5170947582537
00,presprimary12,MI,0.009185617155009542,0.005784660247557158,general,primary,00,12,2000,2011.5,29884.382542055588
00,presprimary12,MO,0.001599296447299314,0.007253722823746809,general,primary,00,12,2000,2011.5,19005.446936933116
00,presprimary12,MT,0.24548392300744581,0.06650220523291003,general,primary,00,12,2000,2011.5,226.1142360799598
00,presprimary12,NV,0.06911145562251776,0.028972878893049663,general,primary,00,12,2000,2011.5,1191.2878101083725
00,primary02,AR,-7.108885588774813e-4,0.0317971517280536,general,primary,00,02,2000,2001.5,989.0621026370776
00,primary02,CO,3.460234145997967e-4,0.008214361428108304,general,primary,00,02,2000,2001.5,14820.142673320624
00,primary02,CT,0.001268384192121227,0.004473442094779781,general,primary,00,02,2000,2001.5,49970.80661666122
00,primary02,FL,0.0661259833099008,0.009927229195982485,general,primary,00,02,2000,2001.5,10147.145841034964
00,primary02,IL,0.12936634463176716,0.011810227223427816,general,primary,00,02,2000,2001.5,7169.4112559437235
00,primary02,MI,0.051886808901684775,0.00790925103900638,general,primary,00,02,2000,2001.5,15985.612437771933
00,primary02,MO,0.03543833823950696,0.010561825936997447,general,primary,00,02,2000,2001.5,8964.415714967727
00,primary02,MT,0.07620846158123135,0.024398123583357315,general,primary,00,02,2000,2001.5,1679.914375145397
00,primary02,NV,0.06253483191929643,0.025162733075919652,general,primary,00,02,2000,2001.5,1579.371797534555
00,primary02,OK,0.07057379422254913,0.021962102536031352,general,primary,00,02,2000,2001.5,2073.252369140954
00,primary06,AR,-0.010761327099977588,0.032474719792531234,general,primary,00,06,2000,2005.5,948.2201392881575
00,primary06,CO,0.006660806126660285,0.00945224020070799,general,primary,00,06,2000,2005.5,11192.58757576385
00,primary06,CT,0.024924656912912388,0.01807444862029293,general,primary,00,06,2000,2005.5,3061.0462032740197
00,primary06,FL,0.2143572368360552,0.043235530039651644,general,primary,00,06,2000,2005.5,534.9564460244289
00,primary06,IL,0.012958381692765825,0.011467386716335267,general,primary,00,06,2000,2005.5,7604.50733160798
00,primary06,MI,0.012421313145356085,0.005860173792754825,general,primary,00,06,2000,2005.5,29119.17109416546
00,primary06,MO,0.013392582880172909,0.00906074528433293,general,primary,00,06,2000,2005.5,12180.697464177654
00,primary06,MT,0.12322878330234088,0.040054907454105254,general,primary,00,06,2000,2005.5,623.2876686061835
00,primary06,NV,0.021319055388692172,0.03243999101195238,general,primary,00,06,2000,2005.5,950.2514688350657
00,primary06,OK,0.05808027711552322,0.028407390494633988,general,primary,00,06,2000,2005.5,1239.188337777533
00,primary10,AR,0.05486536556988482,0.048506534298233185,general,primary,00,10,2000,2009.5,425.0103513009731
00,primary10,CT,0.032176831122336436,0.020522589455843423,general,primary,00,10,2000,2009.5,2374.300506885804
00,primary10,FL,0.03636186568489318,0.012653638063122051,general,primary,00,10,2000,2009.5,6245.528348765303
00,primary10,IL,0.02450775009888077,0.01364981930356211,general,primary,00,10,2000,2009.5,5367.180432820971
00,primary10,MI,0.006683146597785413,0.00694103102074694,general,primary,00,10,2000,2009.5,20756.39989669347
00,primary10,MO,0.022869537137699642,0.01316766526410637,general,primary,00,10,2000,2009.5,5767.431491176799
00,primary10,MT,0.1093008405683947,0.05413339248509371,general,primary,00,10,2000,2009.5,341.2475252426443
00,primary10,NV,0.08305979288693098,0.040021098522967716,general,primary,00,10,2000,2009.5,624.3411924480547
00,primary10,OK,0.07932387705868459,0.037421797628301785,general,primary,00,10,2000,2009.5,714.0863119397391
02,04,AR,0.3258218961755514,0.15032801904065382,general,general,02,04,2002,2004,44.25069854553602
02,04,CO,0.142922177584648,0.09676873317325405,general,general,02,04,2002,2004,106.78982842995079
02,04,CT,0.08982246252470617,0.15579909432991748,general,general,02,04,2002,2004,41.1974317062247
02,04,FL,0.06418826748760449,0.06617913411451429,general,general,02,04,2002,2004,228.327298823919
02,04,FL05,0.14050140786355536,0.11493145537827229,general,general,02,04,2002,2004,75.704585785802
02,04,IL,0.1853145156866115,0.07106558529928755,general,general,02,04,2002,2004,198.00735637758038
02,04,MO,0.24176984157601158,0.07493203244890743,general,general,02,04,2002,2004,178.10043285151892
02,04,MO05,0.1013429811458566,0.053511814081542416,general,general,02,04,2002,2004,349.22124144937305
02,04,MT,0.4254812046810978,0.0993343267742062,general,general,02,04,2002,2004,101.34475905605062
02,04,NV,0.38263566887321065,0.12151022261855213,general,general,02,04,2002,2004,67.7289537623463
02,04,NY,0.12961354656111995,0.07876267708474277,general,general,02,04,2002,2004,161.19778201350678
02,04,OK,0.395247642373735,0.1584152280423694,general,general,02,04,2002,2004,39.84796491034724
02,06,AR,0.14742718614155162,0.10011556201931204,general,general,02,06,2002,2006,99.76927598236273
02,06,CO,0.20195616119718318,0.06624946829772047,general,general,02,06,2002,2006,227.84274582164375
02,06,CT,0.2347832247598417,0.10092634152930935,general,general,02,06,2002,2006,98.1727458808482
02,06,FL,0.24394588196789635,0.0702310395079486,general,general,02,06,2002,2006,202.7411039075075
02,06,IL,0.17763373599847407,0.039810963998020164,general,general,02,06,2002,2006,630.949516997877
02,06,MO,0.28631255670415245,0.05391935327846827,general,general,02,06,2002,2006,343.96214684841937
02,06,MT,0.27239726425236016,0.10424674876396038,general,general,02,06,2002,2006,92.01846021320608
02,06,NV,0.23796737107284247,0.07498735127266444,general,general,02,06,2002,2006,177.83775728763877
02,06,NY,0.287975304495868,0.03643823087929892,general,general,02,06,2002,2006,753.1568552946263
02,06,OK,0.0784835724479242,0.09314156246909522,general,general,02,06,2002,2006,115.26911583007036
02,08,AR,0.5037820115269714,0.18211755401184876,general,general,02,08,2002,2008,30.15062939741434
02,08,CO,0.3687718536745597,0.12177790727335427,general,general,02,08,2002,2008,67.43152583161488
02,08,CT,0.4680121365403141,0.20705857759111346,general,general,02,08,2002,2008,23.32456470593309
02,08,FL,0.0771116836672017,0.08535397947327612,general,general,02,08,2002,2008,137.26267295655745
02,08,IL,0.237518380963317,0.08878065655559725,general,general,02,08,2002,2008,126.87127231395756
02,08,MO,0.18737800657416973,0.0911386974731755,general,general,02,08,2002,2008,120.39109513736668
02,08,MT,0.510906966882704,0.15037438351947502,general,general,02,08,2002,2008,44.22341538418397
02,08,NV,0.3734401585737986,0.1605412354857147,general,general,02,08,2002,2008,38.79955979177036
02,08,NY,0.20398022547177228,0.07758732334058245,general,general,02,08,2002,2008,166.11867595224126
02,08,OK,0.3638495994529332,0.21058116014460213,general,general,02,08,2002,2008,22.550749047327912
02,10,AR,0.21304368056270245,0.1070771218965899,general,general,02,10,2002,2010,87.21809994186788
02,10,CT,0.2718611152352101,0.12686747197029366,general,general,02,10,2002,2010,62.12972453270672
02,10,FL,0.04931528656405243,0.04835314844121536,general,general,02,10,2002,2010,427.7110637821449
02,10,IL,0.250578833251527,0.05691638531237628,general,general,02,10,2002,2010,308.69200275141435
02,10,MO,0.1554705194762912,0.05387278101812967,general,general,02,10,2002,2010,344.5571047654831
02,10,MT,0.304942496028886,0.09941583299687848,general,general,02,10,2002,2010,101.17865186429036
02,10,NV,0.3014906652211914,0.10918298527630124,general,general,02,10,2002,2010,83.88611294126245
02,10,NY,0.1031643170926961,0.030193193766294656,general,general,02,10,2002,2010,1096.937520697976
02,10,OK,0.17261663922004344,0.14195081697539086,general,general,02,10,2002,2010,49.62770674058199
02,12,AR,0.47962206283904413,0.1945955580271227,general,general,02,12,2002,2012,26.407917521940202
02,12,CT,0.6082103846626004,0.19168960336515808,general,general,02,12,2002,2012,27.214658091307204
02,12,FL,0.04590383317001394,0.09574678207042066,general,general,02,12,2002,2012,109.0816318745453
02,12,IL,0.32534919538813384,0.1001727685800964,general,general,02,12,2002,2012,99.65535625093433
02,12,MO,0.23769141184080667,0.095162816200403,general,general,02,12,2002,2012,110.4244966558109
02,12,MT,0.5137528333180696,0.15312735363487964,general,general,02,12,2002,2012,42.647585238640325
02,12,NV,0.6142785669739744,0.18809111118646632,general,general,02,12,2002,2012,28.265941495419217
02,12,NY,0.2078651287562115,0.07302096213274908,general,general,02,12,2002,2012,187.54474428001123
02,12,OK,0.28167739350782955,0.20982552540687066,general,general,02,12,2002,2012,22.713463399785613
02,presprimary04,AR,0.12300974909734526,0.053890833153452895,general,primary,02,04,2002,2003.5,344.32630671156596
02,presprimary04,CT,0.019166056429733305,0.020893615467370286,general,primary,02,04,2002,2003.5,2290.7242053260616
02,presprimary04,FL,0.02318039430195753,0.01086151322321689,general,primary,02,04,2002,2003.5,8476.553930372505
02,presprimary04,IL,0.263520676172357,0.028350577548076423,general,primary,02,04,2002,2003.5,1244.1598401346905
02,presprimary04,MO,0.07775002556125032,0.01669385070539273,general,primary,02,04,2002,2003.5,3588.2851641448738
02,presprimary04,MT,0.09747789752886707,0.04709463926051268,general,primary,02,04,2002,2003.5,450.87592966053234
02,presprimary04,NV,0.05909862878538625,0.04344756318841899,general,primary,02,04,2002,2003.5,529.7477892409369
02,presprimary08,AR,0.08316448754810143,0.048784051137471446,general,primary,02,08,2002,2007.5,420.18860961536103
02,presprimary08,FL,0.04877181558765381,0.03029628509144889,general,primary,02,08,2002,2007.5,1089.484967255929
02,presprimary08,IL,0.11605113942482116,0.04498148834809347,general,primary,02,08,2002,2007.5,494.233702735442
02,presprimary08,MI,0.2688761421581196,0.017432351122269197,general,primary,02,08,2002,2007.5,3290.6983257100715
02,presprimary08,MO,0.12559793939014718,0.03778695213170218,general,primary,02,08,2002,2007.5,700.3518385668137
02,presprimary08,MT,0.147520995745045,0.08035045960631367,general,primary,02,08,2002,2007.5,154.88996065220022
02,presprimary08,NV,0.0979487283830409,0.031281250877030535,general,primary,02,08,2002,2007.5,1021.95501060413
02,presprimary12,AR,0.14193367986104322,0.061962129697797665,general,primary,02,12,2002,2011.5,260.4637728499905
02,presprimary12,CT,0.010621160389143958,0.021262763776598245,general,primary,02,12,2002,2011.5,2211.874956064806
02,presprimary12,FL,0.027308033656751964,0.019825056699476463,general,primary,02,12,2002,2011.5,2544.316438513953
02,presprimary12,IL,0.04820832308595174,0.029516463156242102,general,primary,02,12,2002,2011.5,1147.8136023626234
02,presprimary12,MI,0.14379866802726624,0.014257961905401802,general,primary,02,12,2002,2011.5,4919.093754060162
02,presprimary12,MO,0.022841222778646877,0.015736484793612636,general,primary,02,12,2002,2011.5,4038.1695268896983
02,presprimary12,MT,0.14000910050717222,0.07996087910972974,general,primary,02,12,2002,2011.5,156.40292814381974
02,presprimary12,NV,0.07489117809117249,0.03271656343139208,general,primary,02,12,2002,2011.5,934.2533038571238
02,primary06,AR,0.04667699682032346,0.06137242456798275,general,primary,02,06,2002,2005.5,265.493222211012
02,primary06,CO,0.021704201923057657,0.01699278394981499,general,primary,02,06,2002,2005.5,3463.1470170243383
02,primary06,CT,0.03659248348894831,0.04129609779462682,general,primary,02,06,2002,2005.5,586.3838068866442
02,primary06,FL,0.1817780896315027,0.07092022184850078,general,primary,02,06,2002,2005.5,198.81988994821933
02,primary06,IL,0.08577806737145387,0.023050551711455255,general,primary,02,06,2002,2005.5,1882.0768411150968
02,primary06,MI,0.16857441149729138,0.015292977421244504,general,primary,02,06,2002,2005.5,4275.785452429552
02,primary06,MO,0.07307515843286085,0.020967559961121148,general,primary,02,06,2002,2005.5,2274.5956942653784
02,primary06,MT,0.1384591049559208,0.05236300132525738,general,primary,02,06,2002,2005.5,364.71274263628976
02,primary06,NV,0.1352021319025108,0.04080350768103661,general,primary,02,06,2002,2005.5,600.6272088994951
02,primary06,OK,0.023759220252563877,0.05218333502710358,general,primary,02,06,2002,2005.5,367.2284650126538
02,primary10,AR,0.1586877311648692,0.06988985967868046,general,primary,02,10,2002,2009.5,204.72536918596015
02,primary10,CT,0.021857205477129122,0.04065931791512213,general,primary,02,10,2002,2009.5,604.8947600101823
02,primary10,FL,0.03244629416037759,0.019544740613345317,general,primary,02,10,2002,2009.5,2617.8223896167933
02,primary10,IL,0.03257393434320601,0.02640109898897027,general,primary,02,10,2002,2009.5,1434.683121640127
02,primary10,MI,0.20489930954159757,0.01739086616065005,general,primary,02,10,2002,2009.5,3306.4166132772352
02,primary10,MO,0.03314584829474248,0.026833593314576517,general,primary,02,10,2002,2009.5,1388.8083955370282
02,primary10,MT,0.11955276293415885,0.060117558943290544,general,primary,02,10,2002,2009.5,276.69245980504854
02,primary10,NV,0.13570685786156397,0.04445008976556593,general,primary,02,10,2002,2009.5,506.1214170275805
02,primary10,OK,-0.0036554464138101274,0.07310439515147515,general,primary,02,10,2002,2009.5,187.11690420182038
04,06,AR,0.1572570448590578,0.018609613522236303,general,general,04,06,2004,2006,2887.521935484233
04,06,CO,0.14787808764338184,0.011443584231769529,general,general,04,06,2004,2006,7636.174754993257
04,06,CT,0.11256072308620343,0.011858657021303341,general,general,04,06,2004,2006,7110.972236722986
04,06,FL,0.22335391776472435,0.013069863946752972,general,general,04,06,2004,2006,5854.069397907782
04,06,IA,0.14247346945888464,0.04849834301035739,general,general,04,06,2004,2006,425.1539304800277
04,06,IL,0.09708883776061235,0.007774739972677401,general,general,04,06,2004,2006,16543.532699834268
04,06,MO,0.09452674809785759,0.012397419290734794,general,general,04,06,2004,2006,6506.349983154819
04,06,MT,0.20475030894044707,0.037817136650383096,general,general,04,06,2004,2006,699.234284544926
04,06,NJ,0.08138409613256421,0.007446869409317147,general,general,04,06,2004,2006,18032.358129167285
04,06,NV,0.14962997885177798,0.018807096162404904,general,general,04,06,2004,2006,2827.199853748014
04,06,NY,0.07496509286703797,0.00574767016965957,general,general,04,06,2004,2006,30270.272017194005
04,06,OK,0.11248728223555449,0.01707807890539186,general,general,04,06,2004,2006,3428.640638929663
04,06,PA,0.2534910230272881,0.016471620103792297,general,general,04,06,2004,2006,3685.762655469669
04,08,AR,0.22113724362956502,0.043288237135632,general,general,04,08,2004,2008,533.6545295177425
04,08,CO,0.09084277463560501,0.024728724555287004,general,general,04,08,2004,2008,1635.2967202651846
04,08,CT,0.16054558750634007,0.02944014936206968,general,general,04,08,2004,2008,1153.7719648076195
04,08,FL,0.08122525960607602,0.02007540734060706,general,general,04,08,2004,2008,2481.2542488866557
04,08,IA,-0.023963790593659162,0.09507386564711555,general,general,04,08,2004,2008,110.63121834236013
04,08,IL,0.08112983068883578,0.019986287757485184,general,general,04,08,2004,2008,2503.4315893341864
04,08,MO,0.07890282765665375,0.02224908925363127,general,general,04,08,2004,2008,2020.1123491858034
04,08,MT,0.22246058141721323,0.06195498160166202,general,general,04,08,2004,2008,260.5238786701974
04,08,NJ,0.12419244440371881,0.02058316382955697,general,general,04,08,2004,2008,2360.3463703660996
04,08,NV,0.11649504840450177,0.036977030073359105,general,general,04,08,2004,2008,731.3679874542432
04,08,NY,0.13153842058272722,0.012808234101910647,general,general,04,08,2004,2008,6095.670544284184
04,08,OK,0.16368587359975972,0.0384745937755787,general,general,04,08,2004,2008,675.5413131577976
04,08,PA,0.2032357245546952,0.050394812705053305,general,general,04,08,2004,2008,393.7570376752108
04,10,AR,0.05903994834850774,0.024765582061511818,general,general,04,10,2004,2010,1630.432864602539
04,10,CT,0.07267016986159919,0.01652300874470691,general,general,04,10,2004,2010,3662.8719340848943
04,10,FL,0.02249898360312232,0.01036903613531276,general,general,04,10,2004,2010,9300.862501612573
04,10,IA,0.16777169987690913,0.06382853601498653,general,general,04,10,2004,2010,245.4540673433958
04,10,IL,0.0501506419879735,0.012107735312239699,general,general,04,10,2004,2010,6821.410156366785
04,10,MO,0.020901713624143146,0.01197623292042315,general,general,04,10,2004,2010,6972.034578428845
04,10,MT,0.07685336676708569,0.03857102444330719,general,general,04,10,2004,2010,672.1677201772255
04,10,NJ,0.03415133238464911,0.009843084640022483,general,general,04,10,2004,2010,10321.375083977655
04,10,NV,0.05505657890316936,0.027759231330840402,general,general,04,10,2004,2010,1297.7323408169127
04,10,NY,0.01981542512086854,0.005550298108226794,general,general,04,10,2004,2010,32461.410024078174
04,10,OK,0.07943539870960885,0.024214243305666037,general,general,04,10,2004,2010,1705.5254178615355
04,10,PA,0.12018051302667342,0.02217574715365095,general,general,04,10,2004,2010,2033.4967267486948
04,12,AR,0.14682175382096987,0.045363673401416775,general,general,04,12,2004,2012,485.94103001968045
04,12,CT,0.10040818052859961,0.0266698626032111,general,general,04,12,2004,2012,1405.9129891537114
04,12,FL,0.0598056756591009,0.022803802144856188,general,general,04,12,2004,2012,1923.0273967572207
04,12,IA,-0.027663751390611373,0.115091912840486,general,general,04,12,2004,2012,75.4936431108695
04,12,IL,0.15037386401379096,0.021520676958412515,general,general,04,12,2004,2012,2159.176491432565
04,12,MO,0.04820490384969771,0.02286854301420866,general,general,04,12,2004,2012,1912.1546238189496
04,12,MT,0.1962107960616149,0.05998699871240412,general,general,04,12,2004,2012,277.89819920976026
04,12,NJ,0.06286181364072257,0.020679831091339675,general,general,04,12,2004,2012,2338.3312062517475
04,12,NV,0.13183221399072242,0.04181846922599436,general,general,04,12,2004,2012,571.8257882827556
04,12,NY,0.07055552702362354,0.012578298106838175,general,general,04,12,2004,2012,6320.569823188189
04,12,OK,0.1470049049552894,0.04167670536781303,general,general,04,12,2004,2012,575.7225502631908
04,12,PA,0.24332449857776586,0.05386667694478483,general,general,04,12,2004,2012,344.6351983522334
04,presprimary08,AR,0.03011945425076336,0.012226712246530162,general,primary,04,08,2004,2007.5,6689.299136143421
04,presprimary08,FL,0.029343960917223876,0.007326090923284768,general,primary,04,08,2004,2007.5,18631.824781011568
04,presprimary08,IL,0.07314861128814323,0.009100246226271664,general,primary,04,08,2004,2007.5,12075.182786284236
04,presprimary08,MO,0.023240761092070083,0.008925733437662071,general,primary,04,08,2004,2007.5,12551.978149424871
04,presprimary08,MT,0.07209209375617497,0.02935264821829464,general,primary,04,08,2004,2007.5,1160.6610770155175
04,presprimary08,NV,0.008352606959824531,0.009148001922862328,general,primary,04,08,2004,2007.5,11949.438696515335
04,presprimary08,PA,0.11192585977642666,0.022305142920880427,general,primary,04,08,2004,2007.5,2009.9718695411811
04,presprimary12,AR,0.028520391062926403,0.013829913752438748,general,primary,04,12,2004,2011.5,5228.306706678564
04,presprimary12,CT,-0.0021327379750409425,0.0027205242546999193,general,primary,04,12,2004,2011.5,135112.2715751105
04,presprimary12,FL,0.002694066551158878,0.004552310585388769,general,primary,04,12,2004,2011.5,48254.32344855778
04,presprimary12,IL,0.018873456456135834,0.006324004751882054,general,primary,04,12,2004,2011.5,25004.353194238283
04,presprimary12,MO,0.008036991328000285,0.0032527907498423134,general,primary,04,12,2004,2011.5,94512.17278190974
04,presprimary12,MT,0.07629796604538878,0.028770855155151147,general,primary,04,12,2004,2011.5,1208.0765624787834
04,presprimary12,NJ,0.008962256408523769,0.00459535436890628,general,primary,04,12,2004,2011.5,47354.57956263803
04,presprimary12,NV,0.0033115125089577843,0.008349409513623228,general,primary,04,12,2004,2011.5,14344.60108095332
04,presprimary12,PA,0.01697589094117028,0.008490311007757307,general,primary,04,12,2004,2011.5,13872.438294844396
04,primary06,AR,0.08016813033422453,0.012993823307129636,general,primary,04,06,2004,2005.5,5922.7866160773365
04,primary06,CO,0.02460561523514455,0.0039009058167717467,general,primary,04,06,2004,2005.5,65715.68970174898
04,primary06,CT,0.02201159616760276,0.006313294254296705,general,primary,04,06,2004,2005.5,25089.264881425024
04,primary06,FL,0.25489256458762205,0.014190869148485021,general,primary,04,06,2004,2005.5,4965.717501013261
04,primary06,IL,0.07670325510161626,0.005906204843452632,general,primary,04,06,2004,2005.5,28667.049026401968
04,primary06,MO,0.021712833735865602,0.0053276078195802915,general,primary,04,06,2004,2005.5,35231.85457163323
04,primary06,MT,0.13336367629910717,0.020415960527657193,general,primary,04,06,2004,2005.5,2399.166370680952
04,primary06,NJ,0.009383004682384231,0.0033872014798061066,general,primary,04,06,2004,2005.5,87160.14401853865
04,primary06,NV,0.046253234947469433,0.010626741510133948,general,primary,04,06,2004,2005.5,8855.228385053853
04,primary06,OK,0.05428723221597881,0.010331738538938491,general,primary,04,06,2004,2005.5,9368.135975232699
04,primary06,PA,0.06204703227193071,0.006899436043005904,general,primary,04,06,2004,2005.5,21007.42461328238
04,primary10,AR,0.04027340629242142,0.015423277396671991,general,primary,04,10,2004,2009.5,4203.844669232869
04,primary10,CT,-0.002506267930251985,0.006424199718051746,general,primary,04,10,2004,2009.5,24230.475230323966
