election,ctl_lo,ctl_hi
AUG2008,0.27419763772246586,0.39787066715676495
AUG2010,0.41941287729093835,0.47206007818825485
AUG2012,0.2861370626134487,0.46867509860810547
FEB2012,0.33011010036890226,0.4528731925937471
JAN2008,0.19428237333693868,0.3621768272035957
NOV2006,0.8446805631066173,0.9430739570981879
NOV2008,0.9119340997384674,1.0338789582792227
NOV2010,0.765930043949102,0.9860342484772835
NOV2012,0.8064870975848183,0.9502751524715407
