float,panel,row_label,column_label,stat,value_script
table_a7,Controls for lagged vote totals,First-order Polynomial,365 Days,se,0.009
table_a7,Controls for lagged vote totals,First-order Polynomial,455 Days,se,0.008
table_a7,Controls for lagged vote totals,First-order Polynomial,545 Days,se,0.008
table_a7,Controls for lagged vote totals,First-order Polynomial,635 Days,se,0.007
table_a7,Controls for lagged vote totals,First-order Polynomial,730 Days,se,0.007
table_a7,Controls for lagged vote totals,Second-order Polynomial,90 Days,est,-0.006
table_a7,Controls for lagged vote totals,Second-order Polynomial,180 Days,est,0.038
table_a7,Controls for lagged vote totals,Second-order Polynomial,270 Days,est,0.046
table_a7,Controls for lagged vote totals,Second-order Polynomial,365 Days,est,0.086
table_a7,Controls for lagged vote totals,Second-order Polynomial,455 Days,est,0.125
table_a7,Controls for lagged vote totals,Second-order Polynomial,545 Days,est,0.129
table_a7,Controls for lagged vote totals,Second-order Polynomial,635 Days,est,0.099
table_a7,Controls for lagged vote totals,Second-order Polynomial,730 Days,est,0.089
table_a7,Controls for lagged vote totals,Second-order Polynomial,90 Days,se,0.044
table_a7,Controls for lagged vote totals,Second-order Polynomial,180 Days,se,0.026
table_a7,Controls for lagged vote totals,Second-order Polynomial,270 Days,se,0.019
table_a7,Controls for lagged vote totals,Second-order Polynomial,365 Days,se,0.015
table_a7,Controls for lagged vote totals,Second-order Polynomial,455 Days,se,0.013
table_a7,Controls for lagged vote totals,Second-order Polynomial,545 Days,se,0.012
table_a7,Controls for lagged vote totals,Second-order Polynomial,635 Days,se,0.011
table_a7,Controls for lagged vote totals,Second-order Polynomial,730 Days,se,0.011
table_a7,Controls for lagged vote totals,Third-order Polynomial,90 Days,est,0.002
table_a7,Controls for lagged vote totals,Third-order Polynomial,180 Days,est,0.032
table_a7,Controls for lagged vote totals,Third-order Polynomial,270 Days,est,0.077
table_a7,Controls for lagged vote totals,Third-order Polynomial,365 Days,est,0.010
table_a7,Controls for lagged vote totals,Third-order Polynomial,455 Days,est,0.042
table_a7,Controls for lagged vote totals,Third-order Polynomial,545 Days,est,0.067
table_a7,Controls for lagged vote totals,Third-order Polynomial,635 Days,est,0.123
table_a7,Controls for lagged vote totals,Third-order Polynomial,730 Days,est,0.132
table_a7,Controls for lagged vote totals,Third-order Polynomial,90 Days,se,0.065
table_a7,Controls for lagged vote totals,Third-order Polynomial,180 Days,se,0.038
table_a7,Controls for lagged vote totals,Third-order Polynomial,270 Days,se,0.032
table_a7,Controls for lagged vote totals,Third-order Polynomial,365 Days,se,0.026
table_a7,Controls for lagged vote totals,Third-order Polynomial,455 Days,se,0.022
table_a7,Controls for lagged vote totals,Third-order Polynomial,545 Days,se,0.018
table_a7,Controls for lagged vote totals,Third-order Polynomial,635 Days,se,0.018
table_a7,Controls for lagged vote totals,Third-order Polynomial,730 Days,se,0.017
table_a9,main,Shown Vote + Recontact,Nov 2008,est,0.119
table_a9,main,Shown Vote + Recontact,Aug 2010,est,0.041
table_a9,main,Shown Vote + Recontact,Nov 2010,est,0.167
table_a9,main,Shown Vote + Recontact,Feb 2012,est,-0.060
table_a9,main,Shown Vote + Recontact,Aug 2012,est,-0.204
table_a9,main,Shown Vote + Recontact,Nov 2012,est,0.017
table_a9,main,Shown Vote + Recontact,Nov 2008,se,0.091
table_a9,main,Shown Vote + Recontact,Aug 2010,se,0.130
table_a9,main,Shown Vote + Recontact,Nov 2010,se,0.127
table_a9,main,Shown Vote + Recontact,Feb 2012,se,0.116
table_a9,main,Shown Vote + Recontact,Aug 2012,se,0.136
table_a9,main,Shown Vote + Recontact,Nov 2012,se,0.120
table_a9,main,Shown Vote,Nov 2008,est,0.088
table_a9,main,Shown Vote,Aug 2010,est,0.090
table_a9,main,Shown Vote,Nov 2010,est,0.115
table_a9,main,Shown Vote,Feb 2012,est,-0.142
table_a9,main,Shown Vote,Aug 2012,est,-0.108
table_a9,main,Shown Vote,Nov 2012,est,0.130
table_a9,main,Shown Vote,Nov 2008,se,0.052
table_a9,main,Shown Vote,Aug 2010,se,0.076
table_a9,main,Shown Vote,Nov 2010,se,0.075
table_a9,main,Shown Vote,Feb 2012,se,0.071
table_a9,main,Shown Vote,Aug 2012,se,0.078
table_a9,main,Shown Vote,Nov 2012,se,0.068
